pl_name,hostname,discoverymethod,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_radj,pl_radjerr1,pl_radjerr2,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2
TrES-1 b,TrES-1,Transit,3.0300737,,,,,,,,,,,,,,,0.0,,
TrES-1 b,TrES-1,Transit,3.0300728,6e-07,-6e-07,,,,,,,,,,,,,,,
TrES-1 b,TrES-1,Transit,3.03006973,1.8e-07,-1.8e-07,,,,,,,,,,,,,,,
TrES-1 b,TrES-1,Transit,3.03006973,1.8e-07,-1.8e-07,0.697,0.028,-0.027,,,,1.067,0.022,-0.021,0.03926,0.00058,-0.0006,0.012,,
TrES-1 b,TrES-1,Transit,3.0300722,2e-07,-2e-07,,,,,,,,,,,,,,,
TrES-2 b,TrES-2,Transit,2.47063,1e-05,-1e-05,1.28,0.09,-0.04,,,,1.24,0.09,-0.06,0.0367,0.0012,-0.0005,,,
TrES-2 b,TrES-2,Transit,,,,1.198,0.053,-0.053,,,,1.22,0.045,-0.042,,,,,,
TrES-2 b,TrES-2,Transit,2.4706101,1.8e-06,-1.8e-06,1.253,0.053,-0.053,,,,1.261,0.041,-0.041,0.03635,0.00072,-0.00072,,,
TrES-2 b,TrES-2,Transit,2.47061437,9e-08,-9e-08,1.253,0.053,-0.053,,,,1.229,0.065,-0.065,,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061337,2e-08,-2e-08,1.212,0.051,-0.05,,,,1.224,0.041,-0.041,0.03557,0.00073,-0.00074,0.0028,,
TrES-2 b,TrES-2,Transit,2.47063,1e-05,-1e-05,1.199,0.052,-0.052,,,,1.272,0.041,-0.041,0.03556,0.00075,-0.00075,0.0,,
TrES-2 b,TrES-2,Transit,2.4706132,2e-08,-2e-08,1.44,0.21,-0.21,,,,1.162,0.02,-0.024,0.03503,0.00053,-0.00073,,,
TrES-2 b,TrES-2,Transit,2.470621,1.7e-05,-1.7e-05,1.198,0.053,-0.053,,,,1.222,0.038,-0.038,,,,,,
TrES-2 b,TrES-2,Transit,2.47061339,2e-08,-2e-08,,,,,,,,,,0.035,,,0.0,,
TrES-2 b,TrES-2,Transit,,,,1.157,0.055,-0.056,,,,,,,,,,0.0036,0.015,-0.0027
TrES-2 b,TrES-2,Transit,2.47061337,2e-08,-2e-08,,,,,,,1.189,0.025,-0.025,0.03555,0.00075,-0.00075,,,
TrES-2 b,TrES-2,Transit,2.47061338,3e-08,-3e-08,,,,,,,,,,0.0354,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061317,9e-08,-9e-08,1.197,0.068,-0.068,,,,1.247,0.05,-0.045,0.0367,0.0014,-0.0013,,,
TrES-2 b,TrES-2,Transit,2.470621,1.7e-05,-1.7e-05,1.198,0.053,-0.053,,,,1.22,0.045,-0.042,,,,0.0,,
TrES-2 b,TrES-2,Transit,2.4706134,1.5e-07,-1.5e-07,,,,,,,,,,,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47063,1e-05,-1e-05,1.49,0.22,-0.22,,,,1.36,0.08,-0.08,,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061317,9e-08,-9e-08,,,,,,,,,,0.036,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061344,7.5e-06,-7.5e-06,1.198,0.053,-0.053,,,,1.169,0.034,-0.034,,,,0.0,,
TrES-2 b,TrES-2,Transit,2.4706132,1e-07,-1e-07,1.44,0.21,-0.21,,,,1.245,0.045,-0.041,0.0367,0.0013,-0.0012,0.0002,0.001,-0.0002
TrES-2 b,TrES-2,Transit,2.47061338,1e-08,-1e-08,,,,,,,,,,,,,,,
TrES-2 b,TrES-2,Transit,2.47061323,7e-08,-7e-08,1.206,0.049,-0.049,,,,1.193,0.023,-0.023,0.03567,0.00068,-0.00068,,,
TrES-2 b,TrES-2,Transit,2.47061339,2e-08,-2e-08,,,,,,,1.17,0.037,-0.037,,,,,,
TrES-2 b,TrES-2,Transit,2.4706101,1.8e-06,-1.8e-06,,,,,,,,,,,,,,,
TrES-2 b,TrES-2,Transit,,,,,,,,,,1.266,0.054,-0.051,,,,,,
TrES-2 b,TrES-2,Transit,2.47063,,,1.2,0.051,-0.053,,,,1.224,0.041,-0.041,0.03558,0.0007,-0.00077,,,
TrES-2 b,TrES-2,Transit,2.47061892,1.8e-07,-1.2e-07,1.202,0.05,-0.051,,,,1.187,0.034,-0.035,0.03563,0.00048,-0.00058,0.018,0.023,-0.013
TrES-2 b,TrES-2,Transit,2.47061371,1.13e-06,-1.13e-06,,,,,,,1.218,0.049,-0.049,,,,,,
TrES-2 b,TrES-2,Transit,2.47061373,9e-08,-9e-08,,,,,,,,,,,,,,,
TrES-2 b,TrES-2,Transit,2.47061339,2e-08,-2e-08,,,,,,,,,,0.035,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061339,2e-08,-2e-08,,,,,,,,,,0.035,,,0.0,,
TrES-2 b,TrES-2,Transit,2.47061338,3e-08,-3e-08,,,,,,,,,,,,,,,
TrES-4 b,TrES-4,Transit,3.5539266,8e-07,-8e-07,,,,,,,,,,,,,,,
TrES-4 b,TrES-4,Transit,3.5539303,5.2e-06,-5.2e-06,,,,,,,1.811,0.103,-0.103,,,,,,
TrES-4 b,TrES-4,Transit,3.5539246,1.4e-06,-1.4e-06,0.917,0.07,-0.07,,,,1.706,0.056,-0.056,0.05084,0.0005,-0.0005,0.0,,
TrES-4 b,TrES-4,Transit,3.55395,7.5e-05,-7.5e-05,0.78,0.19,-0.19,,,,1.61,0.18,-0.18,,,,0.0,,
TrES-4 b,TrES-4,Transit,3.553945,,,,,,,,,,,,,,,0.0,,
TrES-4 b,TrES-4,Transit,3.553945,,,0.92,0.073,-0.072,,,,1.751,0.064,-0.062,0.05092,0.00072,-0.00069,,,
TrES-4 b,TrES-4,Transit,,,,0.843,0.098,-0.089,,,,,,,,,,0.015,0.076,-0.012
TrES-4 b,TrES-4,Transit,3.553945,7.5e-05,-7.5e-05,0.919,0.073,-0.073,,,,1.799,0.063,-0.063,0.05091,0.00071,-0.00071,0.0,,
TrES-4 b,TrES-4,Transit,3.553945,7.5e-05,-7.5e-05,0.877,0.073,-0.073,,,,1.81,0.15,-0.15,0.04965,0.00091,-0.00091,,,
TrES-4 b,TrES-4,Transit,3.55392771,4.7e-07,-4.7e-07,0.498,0.033,-0.032,,,,1.838,0.081,-0.09,0.05159,0.00059,-0.00061,0.015,,
TrES-4 b,TrES-4,Transit,3.5539268,3.2e-06,-3.2e-06,0.897,0.075,-0.075,,,,1.735,0.072,-0.072,0.0502,0.001,-0.001,,,
TrES-4 b,TrES-4,Transit,3.55392771,4.7e-07,-4.7e-07,0.494,0.035,-0.035,,,,1.838,0.081,-0.09,0.0516,0.0005,-0.0005,0.016,,
UZ For b,UZ For,Eclipse Timing Variations,5840.0,1095.0,-1095.0,6.3,1.5,-1.5,,,,,,,5.9,1.4,-1.4,0.04,0.05,-0.05
UZ For c,UZ For,Eclipse Timing Variations,1916.25,91.25,-91.25,7.7,1.2,-1.2,,,,,,,2.8,0.5,-0.5,0.05,0.05,-0.05
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,,,,42.8,32.2,-32.3,,,,,,,,,,,,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,,,,43.3,30.7,-30.7,,,,,,,,,,,,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,Imaging,,,,11.2,9.7,-1.8,,,,,,,102.0,9.0,-9.0,,,
WASP-1 b,WASP-1,Transit,2.5199449,1.3e-06,-1.3e-06,0.918,0.091,-0.09,,,,1.514,0.052,-0.047,,,,0.0,,
WASP-1 b,WASP-1,Transit,2.5199454,5e-07,-5e-07,0.854,0.057,-0.052,,,,1.483,0.024,-0.034,0.03889,0.00053,-0.00073,0.0,,
WASP-1 b,WASP-1,Transit,,,,0.79,0.033,-0.033,,,,,,,,,,0.0082,0.026,-0.0072
WASP-1 b,WASP-1,Transit,2.519961,,,0.918,0.091,-0.09,,,,1.514,0.052,-0.047,0.03957,0.00049,-0.00048,,,
WASP-1 b,WASP-1,Transit,2.5199464,8e-07,-8e-07,0.98,0.048,-0.043,,,,1.493,0.061,-0.091,0.0392,0.00055,-0.00034,,,
WASP-1 b,WASP-1,Transit,2.51994713,2.6e-07,-2.6e-07,,,,,,,,,,,,,,,
WASP-1 b,WASP-1,Transit,2.51994529,5.6e-07,-5.6e-07,0.846,0.054,-0.054,,,,1.449,0.041,-0.041,0.03889,0.00053,-0.00073,0.0,,
WASP-1 b,WASP-1,Transit,2.5199448,5e-07,-5e-07,0.948,0.029,-0.028,,,,1.514,0.052,-0.047,0.03958,0.00047,-0.00049,0.013,,
WASP-1 b,WASP-1,Transit,2.519961,1.8e-05,-1.8e-05,0.86,0.072,-0.072,,,,1.484,0.059,-0.091,0.03898,0.00038,-0.00041,,,
WASP-1 b,WASP-1,Transit,2.51995,1e-05,-1e-05,0.89,0.14,-0.14,,,,1.93,0.6,-0.6,0.0382,0.0013,-0.0013,0.0,,
WASP-100 b,WASP-100,Transit,2.84938,8e-06,-8e-06,1.26,0.45,-0.45,,,,1.33,0.14,-0.14,,,,0.0,,
WASP-100 b,WASP-100,Transit,2.849375,8e-06,-8e-06,2.01,0.12,-0.11,,,,1.69,0.29,-0.29,0.04574,0.00093,-0.001,0.044,,
WASP-100 b,WASP-100,Transit,2.8493824,4.2e-06,-4.2e-06,,,,,,,1.464,0.066,-0.066,,,,,,
WASP-100 b,WASP-100,Transit,2.849383,2.1e-06,-2.1e-06,,,,,,,,,,,,,,,
WASP-100 b,WASP-100,Transit,2.8493819,1.3e-06,-1.3e-06,,,,,,,,,,,,,,,
WASP-100 b,WASP-100,Transit,2.849375,8e-06,-8e-06,2.03,0.12,-0.12,,,,1.69,0.29,-0.29,0.0457,0.001,-0.001,0.0,,
WASP-100 b,WASP-100,Transit,2.849375,8e-06,-8e-06,2.03,0.12,-0.12,,,,1.69,0.29,-0.29,,,,0.0,,
WASP-104 b,WASP-104,Transit,1.7554137,3e-06,-3e-06,1.268,0.05,-0.049,,,,1.137,0.037,-0.037,0.0292,0.00044,-0.00044,0.015,,
WASP-104 b,WASP-104,Transit,1.755406,3e-07,-3e-07,,,,,,,,,,,,,,,
WASP-104 b,WASP-104,Transit,1.7554137,1.8e-06,-3.6e-06,1.272,0.047,-0.047,,,,1.137,0.037,-0.037,0.02918,0.00045,-0.00045,0.0,,
WASP-104 b,WASP-104,Transit,1.75542854,1.704e-05,-1.704e-05,,,,,,,1.126,0.067,-0.067,,,,,,
WASP-11 b,WASP-11,Transit,3.72247967,4.5e-07,-4.5e-07,0.492,0.024,-0.024,,,,0.99,0.023,-0.023,0.04375,0.00074,-0.00074,,,
WASP-11 b,WASP-11,Transit,3.7224793,7e-07,-7e-07,0.532,0.021,-0.02,,,,0.99,0.022,-0.022,0.04376,0.00067,-0.00071,0.03,,
WASP-11 b,WASP-11,Transit,,,,0.509,0.023,-0.023,,,,,,,,,,0.028,0.029,-0.02
WASP-11 b,WASP-11,Transit,3.7226557,9.027e-05,-9.027e-05,,,,,,,1.022,0.087,-0.087,,,,,,
WASP-11 b,WASP-11,Transit,3.7224747,6.5e-06,-6.5e-06,0.487,0.018,-0.018,,,,1.005,0.032,-0.027,0.0435,0.0006,-0.0006,0.0,,
WASP-11 b,WASP-11,Transit,3.72247,7e-06,-7e-06,0.79,0.17,-0.17,,,,1.11,0.1,-0.1,,,,0.0,,
WASP-11 b,WASP-11,Transit,3.722479,3e-07,-3e-07,,,,,,,,,,,,,,,
WASP-11 b,WASP-11,Transit,3.722465,6e-06,-8e-06,0.53,0.07,-0.07,,,,0.91,0.06,-0.03,0.043,0.002,-0.002,0.0,,
WASP-114 b,WASP-114,Transit,1.5487752,3e-07,-3e-07,,,,,,,,,,,,,,,
WASP-114 b,WASP-114,Transit,1.5487743,1.2e-06,-9.1e-07,1.769,0.064,-0.064,,,,1.339,0.064,-0.064,0.02851,0.00039,-0.00039,0.012,0.022,-0.009
WASP-12 b,WASP-12,Transit,1.09142119,2.1e-07,-2.1e-07,2.01,0.14,-0.14,,,,1.86,0.09,-0.09,0.0235,0.0011,-0.0011,0.0447,0.0043,-0.0043
WASP-12 b,WASP-12,Transit,1.0914167,5e-07,-5e-07,,,,,,,2.141,0.1,-0.1,,,,,,
WASP-12 b,WASP-12,Transit,1.091423,3e-06,-3e-06,1.41,0.1,-0.1,,,,1.79,0.09,-0.09,0.0229,0.004,-0.004,0.049,0.015,-0.015
WASP-12 b,WASP-12,Transit,1.09142,1.4e-07,-1.4e-07,1.465,0.079,-0.079,,,,1.937,0.056,-0.056,0.0232,0.00064,-0.00064,,,
WASP-12 b,WASP-12,Transit,1.0914203,1.4e-07,-1.4e-07,1.47,0.076,-0.069,1.46,0.075,-0.068,1.9,0.057,-0.055,0.0234,0.00056,-0.0005,0.0,,
WASP-12 b,WASP-12,Transit,1.09142245,3.3e-07,-3.3e-07,1.31,0.33,-0.33,,,,1.82,0.21,-0.21,,,,0.05,0.01,-0.01
WASP-12 b,WASP-12,Transit,1.0914222,1.1e-06,-1.1e-06,1.43,0.14,-0.14,,,,1.825,0.094,-0.094,0.02309,0.00101,-0.00101,,,
WASP-12 b,WASP-12,Transit,1.0914199,2e-07,-2e-07,1.41,0.1,-0.1,,,,1.819,0.142,-0.142,,,,0.0,,
WASP-12 b,WASP-12,Transit,1.0914209,2e-07,-2e-07,1.39,0.12,-0.12,,,,1.825,0.091,-0.091,0.02312,0.00094,-0.001,0.02,,
WASP-12 b,WASP-12,Transit,1.09142162,2.1e-07,-2.1e-07,,,,,,,,,,,,,,,
WASP-12 b,WASP-12,Transit,,,,,,,,,,,,,,,,,,
WASP-12 b,WASP-12,Transit,1.09141964,4e-08,-4e-08,,,,,,,,,,,,,,,
WASP-12 b,WASP-12,Transit,1.09,,,1.4,,,,,,1.73,,,,,,,,
WASP-12 b,WASP-12,Transit,,,,1.39,0.13,-0.13,,,,,,,,,,0.037,0.014,-0.015
WASP-12 b,WASP-12,Transit,,,,,,,,,,,,,,,,,,
WASP-123 b,WASP-123,Transit,2.9776412,2.3e-06,-2.3e-06,0.899,0.036,-0.036,,,,1.318,0.065,-0.065,0.04263,0.00074,-0.00074,0.0,,
WASP-123 b,WASP-123,Transit,2.97763695,2.01e-06,-2.01e-06,,,,,,,1.252,0.066,-0.066,,,,,,
WASP-127 b,WASP-127,Transit,4.178062,,,,,,,,,,,,,,,0.0,,
WASP-127 b,WASP-127,Transit,4.178062,2e-06,-2e-06,0.18,0.02,-0.02,,,,1.37,0.04,-0.04,0.052,0.0005,-0.0005,,,
WASP-127 b,WASP-127,Transit,4.1780629,1.5e-06,-1.5e-06,,,,,,,1.38,0.061,-0.061,,,,,,
WASP-127 b,WASP-127,Transit,4.17806203,8.8e-07,-5.3e-07,0.1647,0.0214,-0.0172,,,,1.311,0.025,-0.029,0.0484,0.00136,-0.00095,0.0,,
WASP-129 b,WASP-129,Transit,5.74813436,3.81e-06,-3.81e-06,,,,,,,1.181,0.057,-0.057,,,,,,
WASP-129 b,WASP-129,Transit,5.748145,4e-06,-4e-06,1.0,0.1,-0.1,,,,0.93,0.03,-0.03,0.0628,0.0007,-0.0007,0.096,,
WASP-139 b,WASP-139,Transit,5.924262,4e-06,-4e-06,0.117,0.017,-0.017,,,,0.8,0.05,-0.05,0.062,0.002,-0.002,0.0,,
WASP-139 b,WASP-139,Transit,5.92426613,3.56e-06,-3.56e-06,,,,,,,0.834,0.055,-0.055,,,,,,
WASP-14 b,WASP-14,Transit,2.2438471,3.96e-05,-3.96e-05,,,,,,,1.275,0.064,-0.064,,,,,,
WASP-14 b,WASP-14,Transit,2.2437669,2e-07,-2e-07,,,,,,,,,,,,,,,
WASP-14 b,WASP-14,Transit,2.24375,1e-05,-1e-05,8.84,1.4,-1.4,,,,1.38,0.08,-0.08,,,,0.09,0.0,0.0
WASP-14 b,WASP-14,Transit,2.24376524,4.4e-07,-4.4e-07,7.76,0.47,-0.47,,,,1.221,0.041,-0.041,0.0371,0.0011,-0.0011,0.083,0.0029,-0.003
WASP-14 b,WASP-14,Transit,2.2437661,1.1e-06,-1.1e-06,7.22,0.49,-0.5,,,,1.281,0.075,-0.082,0.0358,0.0012,-0.0013,0.0782,0.0014,-0.0012
WASP-14 b,WASP-14,Transit,2.2437655,1e-06,-1e-06,7.59,0.24,-0.23,,,,1.24,0.116,-0.103,0.037,0.001,-0.001,0.087,,
WASP-14 b,WASP-14,Transit,2.24376628,2.4e-07,-2.4e-07,,,,,,,,,,,,,,,
WASP-14 b,WASP-14,Transit,2.243752,1e-05,-1e-05,7.341,0.508,-0.496,,,,1.281,0.075,-0.082,0.036,0.001,-0.001,0.091,0.003,-0.003
WASP-14 b,WASP-14,Transit,2.2437661,1.1e-06,-1.1e-06,7.9,0.47,-0.47,,,,1.633,0.092,-0.092,0.0372,0.0011,-0.0011,,,
WASP-14 b,WASP-14,Transit,,,,7.8,0.45,-0.47,,,,,,,,,,0.0822,0.003,-0.0032
WASP-140 b,WASP-140,Transit,2.2359835,8e-07,-8e-07,2.44,0.07,-0.07,,,,1.44,0.42,-0.18,0.0323,0.0005,-0.0005,0.047,0.0035,-0.0035
WASP-140 b,WASP-140,Transit,2.2359838,7e-07,-7e-07,,,,,,,,,,,,,,,
WASP-140 b,WASP-140,Transit,2.23598646,5.1e-07,-5.1e-07,,,,,,,1.199,0.063,-0.063,,,,,,
WASP-145 A b,WASP-145 A,Transit,1.7690121,4.557e-05,-4.557e-05,,,,,,,0.937,0.343,-0.343,,,,,,
WASP-145 A b,WASP-145 A,Transit,1.7690381,8e-07,-8e-07,0.89,0.04,-0.04,,,,0.9,0.4,-0.4,0.0261,0.0005,-0.0005,0.0,,
WASP-160 B b,WASP-160 B,Transit,3.7684981,6.6e-06,-6.6e-06,,,,,,,1.119,0.068,-0.068,,,,,,
WASP-160 B b,WASP-160 B,Transit,3.7684952,3.5e-06,-3.5e-06,0.278,0.044,-0.045,,,,1.09,0.047,-0.041,0.0452,0.0012,-0.0012,0.0,,
WASP-168 b,WASP-168,Transit,4.1536624,2.7e-06,-2.7e-06,,,,,,,1.138,0.058,-0.058,,,,,,
WASP-168 b,WASP-168,Transit,4.153658,3e-06,-3e-06,0.42,0.04,-0.04,,,,1.5,0.5,-0.3,0.0519,0.0008,-0.0008,0.0,,
WASP-173 A b,WASP-173 A,Transit,1.3866519,7.2e-07,-7.2e-07,,,,,,,1.158,0.057,-0.057,,,,,,
WASP-173 A b,WASP-173 A,Transit,1.3866529,2.7e-06,-2.7e-06,3.47,0.15,-0.14,3.46,0.15,-0.14,1.285,0.12,-0.071,0.02508,0.00034,-0.00032,0.0,,
WASP-173 A b,WASP-173 A,Transit,1.38665318,2.7e-07,-2.7e-07,3.69,0.18,-0.18,,,,1.2,0.06,-0.06,0.0248,0.0006,-0.0006,0.0,,
WASP-18 b,WASP-18,Transit,,,,10.47,0.49,-0.5,,,,,,,,,,0.0068,0.0025,-0.0027
WASP-18 b,WASP-18,Transit,0.94145181,4.4e-07,-4.4e-07,10.29,0.37,-0.37,,,,1.158,0.055,-0.055,0.02034,0.00036,-0.00036,,,
WASP-18 b,WASP-18,Transit,,,,10.43,0.38,-0.38,,,,1.165,0.057,-0.057,0.02047,0.00038,-0.00038,,,
WASP-18 b,WASP-18,Transit,0.94145181,4.4e-07,-4.4e-07,10.38,0.34,-0.34,,,,1.163,0.055,-0.055,0.02043,0.00032,-0.00032,,,
WASP-18 b,WASP-18,Transit,0.94145254,8e-08,-8e-08,,,,,,,,,,,,,,,
WASP-18 b,WASP-18,Transit,0.94124,2.34e-06,-2.34e-06,10.42954,,,,,,,,,0.02,,,,,
WASP-18 b,WASP-18,Transit,0.94145299,8.7e-07,-8.7e-07,10.43,0.38,-0.38,,,,1.165,0.057,-0.057,0.02026,0.00068,-0.00068,0.0092,0.0028,-0.0028
WASP-18 b,WASP-18,Transit,0.9414523,1e-07,-1e-07,,,,,,,1.382,0.07,-0.07,,,,,,
WASP-18 b,WASP-18,Transit,0.9414526,1.6e-06,-1.5e-06,10.4,,,,,,1.191,0.038,-0.038,0.02087,0.00068,-0.00068,0.0091,,
WASP-18 b,WASP-18,Transit,0.9414523,3e-07,-3e-07,10.2,0.7,-0.72,,,,1.106,0.072,-0.054,0.0203,0.00069,-0.00073,0.00757,0.001,-0.001
WASP-18 b,WASP-18,Transit,0.94145,1e-06,-1e-06,11.44,1.51,-1.51,,,,1.2,0.05,-0.05,,,,0.01,0.0,0.0
WASP-18 b,WASP-18,Transit,0.9414529,7.8e-07,-8.6e-07,10.11,0.24,-0.21,,,,1.267,0.062,-0.045,0.0202,0.00024,-0.00021,0.00848,0.00085,-0.00095
WASP-18 b,WASP-18,Transit,0.94145223,2.4e-07,-2.4e-07,10.2,0.35,-0.35,10.14,0.33,-0.33,1.24,0.079,-0.079,0.02024,0.00029,-0.00031,0.0051,0.007,-0.0037
WASP-18 b,WASP-18,Transit,0.9,,,10.2,,,,,,1.3,,,0.02,,,0.0,,
WASP-18 b,WASP-18,Transit,,,,,,,,,,,,,,,,0.0085,0.002,-0.002
WASP-18 c,WASP-18,Transit Timing Variations,2.1558,0.0064,-0.0064,0.17368,0.0387,-0.0387,,,,,,,0.035,,,0.015,,
WASP-180 A b,WASP-180 A,Transit,3.40924392,7.087e-05,-7.087e-05,,,,,,,1.424,0.065,-0.065,,,,,,
WASP-180 A b,WASP-180 A,Transit,3.409264,1e-06,-1e-06,0.9,0.1,-0.1,,,,1.24,0.04,-0.04,0.048,0.001,-0.001,0.0,,
WASP-2 b,WASP-2,Transit,2.15222144,3.9e-07,-3.9e-07,0.847,0.045,-0.045,,,,1.043,0.032,-0.032,0.03033,0.00074,-0.00074,,,
WASP-2 b,WASP-2,Transit,2.152226,,,0.915,0.09,-0.093,,,,1.071,0.08,-0.083,0.03138,0.0013,-0.00154,,,
WASP-2 b,WASP-2,Transit,,,,0.918,0.027,-0.028,,,,,,,,,,0.0054,0.009,-0.0044
WASP-2 b,WASP-2,Transit,2.1522254,1.5e-06,-1.4e-06,0.866,0.076,-0.084,,,,1.077,0.055,-0.058,0.0307,0.0013,-0.0015,0.07,,
WASP-2 b,WASP-2,Transit,2.15222231,1.5e-07,-1.5e-07,,,,,,,,,,,,,,,
WASP-2 b,WASP-2,Transit,2.152175,1.2e-05,-1.1e-05,0.931,0.06,-0.058,0.927,0.06,-0.057,1.081,0.041,-0.04,0.03144,0.00088,-0.00087,,,
WASP-2 b,WASP-2,Transit,2.15222144,3.9e-07,-3.9e-07,0.88,0.038,-0.038,,,,1.063,0.028,-0.028,0.03092,0.0006,-0.0006,,,
WASP-2 b,WASP-2,Transit,2.15222163,4.2e-07,-4.2e-07,0.925,0.081,-0.088,,,,1.071,0.08,-0.083,0.0314,0.0013,-0.0015,0.013,,
WASP-2 b,WASP-2,Transit,2.15222144,3.9e-07,-3.9e-07,0.847,0.045,-0.045,,,,1.043,0.033,-0.033,0.03033,0.00074,-0.00074,,,
WASP-2 b,WASP-2,Transit,2.152226,4e-06,-4e-06,0.88,0.08,-0.08,,,,0.955,0.305,-0.305,0.0307,0.0011,-0.0011,,,
WASP-2 b,WASP-2,Transit,2.15226,4e-06,-4e-06,0.914,0.092,-0.092,,,,1.117,0.082,-0.082,0.03138,0.00142,-0.00142,,,
WASP-2 b,WASP-2,Transit,2.152226,,,,,,,,,1.038,0.05,-0.05,,,,,,
WASP-2 b,WASP-2,Transit,2.15222163,4.2e-07,-4.2e-07,,,,,,,,,,,,,,,
WASP-20 b,WASP-20,Transit,,,,0.378,0.022,-0.022,,,,1.28,0.15,-0.15,0.0581,0.0009,-0.0009,,,
WASP-20 b,WASP-20,Transit,4.89964219,2.4e-06,-2.4e-06,,,,,,,1.449,0.008,-0.008,,,,,,
WASP-20 b,WASP-20,Transit,4.8996461,1.6e-06,-1.6e-06,,,,,,,,,,,,,,,
WASP-20 b,WASP-20,Transit,4.8996284,3.3e-06,-3.3e-06,0.311,0.019,-0.018,,,,1.462,0.059,-0.059,0.05999,0.00069,-0.00068,0.039,,
WASP-20 b,WASP-20,Transit,4.8996284,3.3e-06,-3.3e-06,0.311,0.017,-0.017,,,,1.462,0.059,-0.059,0.06,0.00069,-0.00069,0.0,,
WASP-24 b,WASP-24,Transit,2.3412217,8e-07,-8e-07,1.06,0.03,-0.029,,,,1.3,0.039,-0.038,0.03607,0.00044,-0.00045,0.0046,,
WASP-24 b,WASP-24,Transit,2.3412202,3e-07,-3e-07,,,,,,,,,,,,,,,
WASP-24 b,WASP-24,Transit,2.34121,2e-06,-2e-06,1.24,0.29,-0.29,,,,1.38,0.16,-0.16,,,,0.0,,
WASP-24 b,WASP-24,Transit,,,,1.119,0.029,-0.029,,,,,,,,,,0.0033,0.012,-0.0026
WASP-24 b,WASP-24,Transit,2.3412127,2e-06,-2e-06,,,,,,,,,,,,,0.0,,
WASP-24 b,WASP-24,Transit,2.34121242,2e-06,-2e-06,1.071,0.036,-0.038,,,,1.3,0.039,-0.038,0.03651,0.00028,-0.00028,0.0,,
WASP-24 b,WASP-24,Transit,2.3409909,0.0003188,-0.0003188,,,,,,,1.383,0.065,-0.065,,,,,,
WASP-24 b,WASP-24,Transit,2.3412217,8e-07,-8e-07,1.109,0.054,-0.054,,,,1.303,0.047,-0.047,0.03635,0.00079,-0.00079,,,
WASP-26 b,WASP-26,Transit,2.7565972,1.9e-06,-1.9e-06,1.02,0.033,-0.033,,,,1.216,0.047,-0.047,0.03966,0.00056,-0.00056,,,
WASP-26 b,WASP-26,Transit,2.7566,1e-05,-1e-05,0.85,0.23,-0.23,,,,1.21,0.15,-0.15,,,,0.0,,
WASP-26 b,WASP-26,Transit,,,,,,,,,,,,,,,,,,
WASP-26 b,WASP-26,Transit,2.7565963,6e-07,-6e-07,,,,,,,,,,,,,,,
WASP-26 b,WASP-26,Transit,2.7565972,1.9e-06,-1.9e-06,1.038,0.02,-0.021,,,,1.32,0.08,-0.08,0.03997,0.00035,-0.00036,0.0039,,
WASP-26 b,WASP-26,Transit,2.7566,1e-05,-1e-05,1.02,0.03,-0.03,,,,1.32,0.08,-0.08,0.04,0.0003,-0.0003,0.0,,
WASP-26 b,WASP-26,Transit,2.7566004,6.7e-06,-6.7e-06,1.028,0.021,-0.021,,,,1.281,0.075,-0.075,0.03985,0.00033,-0.00033,0.0,,
WASP-26 b,WASP-26,Transit,2.75673949,0.00010443,-0.00010443,,,,,,,1.232,0.067,-0.067,,,,,,
WASP-3 b,WASP-3,Transit,1.8468373,1.4e-06,-1.4e-06,2.03,0.12,-0.12,,,,1.416,0.048,-0.048,0.03185,0.00088,-0.00088,,,
WASP-3 b,WASP-3,Transit,1.8468355,7e-07,-7e-07,1.98,0.06,-0.06,,,,1.4,0.03,-0.03,0.0315,0.0003,-0.0003,0.003,0.013,-0.002
WASP-3 b,WASP-3,Transit,,,,1.944,0.04,-0.042,,,,,,,,,,0.0066,0.016,-0.0052
WASP-3 b,WASP-3,Transit,1.8468363,1.1e-06,-1.1e-06,,,,,,,1.435,0.075,-0.075,,,,,,
WASP-3 b,WASP-3,Transit,1.8468351,4e-07,-4e-07,1.89,0.12,-0.12,,,,1.416,0.047,-0.047,0.03182,0.0008,-0.00085,0.0058,,
WASP-3 b,WASP-3,Transit,1.846835,2e-06,-2e-06,2.06,0.13,-0.13,,,,1.454,0.083,-0.083,0.03187,0.00088,-0.00088,,,
WASP-3 b,WASP-3,Transit,1.84683,2e-06,-2e-06,2.43,0.53,-0.53,,,,1.42,0.17,-0.17,,,,0.0,,
